ID,Block/Item,Mod,Unlocalised name,Class
3255,Block,Natura,tile.berrybush,mods.natura.blocks.crops.NetherBerryBush
3256,Block,Natura,tile.natura.sapling,mods.natura.blocks.trees.NSaplingBlock
3257,Block,Natura,tile.berrybush,mods.natura.blocks.crops.BerryBush
3258,Block,Natura,tile.natura.leavesnocolor,mods.natura.blocks.trees.NLeavesNocolor
3259,Block,Natura,tile.natura.leaves,mods.natura.blocks.trees.NLeaves
3260,Block,Natura,tile.null,mods.natura.blocks.crops.CropBlock
3261,Block,Natura,tile.natura.redwood,mods.natura.blocks.trees.SimpleLog
3262,Block,Natura,tile.natura.planks,mods.natura.blocks.trees.Planks
3263,Block,Natura,tile.bloodwood,mods.natura.blocks.trees.LogTwoxTwo
3264,Block,Natura,tile.door.eucalyptus,mods.natura.blocks.trees.NDoor
3265,Block,Natura,tile.door.hopseed,mods.natura.blocks.trees.NDoor
3266,Block,Natura,tile.door.sakura,mods.natura.blocks.trees.NDoor
3267,Block,Natura,tile.door.ghostwood,mods.natura.blocks.trees.NDoor
3268,Block,Natura,tile.door.bloodwood,mods.natura.blocks.trees.NDoor
3269,Block,Natura,tile.door.redwoodbark,mods.natura.blocks.trees.NDoor
3270,Block,Natura,tile.Glowshroom,mods.natura.blocks.crops.Glowshroom
3271,Block,Natura,tile.Darktree,mods.natura.blocks.trees.DarkTreeBlock
3272,Block,Natura,tile.Darkleaves,mods.natura.blocks.trees.NLeavesDark
3273,Block,Natura,tile.blueGlowshroom,mods.natura.blocks.crops.LargeGlowshroom
3274,Block,Natura,tile.greenGlowshroom,mods.natura.blocks.crops.LargeGlowshroom
3275,Block,Natura,tile.purpleGlowshroom,mods.natura.blocks.crops.LargeGlowshroom
3277,Block,Natura,tile.RareTree,mods.natura.blocks.trees.OverworldTreeBlock
3278,Block,Natura,tile.RareLeaves,mods.natura.blocks.trees.OverworldLeaves
3279,Block,Natura,tile.RareSapling,mods.natura.blocks.trees.OverworldSapling
3280,Block,Natura,tile.willow,mods.natura.blocks.trees.WillowBlock
3281,Block,Natura,tile.bluebells,mods.natura.blocks.crops.FlowerBlock
3282,Block,Natura,tile.Thornvines,mods.natura.blocks.crops.ThornVines
3283,Block,Natura,tile.workbench,mods.natura.blocks.overrides.AlternateWorkbench
3284,Block,Natura,tile.bookshelf,mods.natura.blocks.overrides.AlternateBookshelf
3285,Block,Natura,tile.fence,mods.natura.blocks.overrides.AlternateFence
3286,Block,Natura,tile.GrassBlock,mods.natura.blocks.GrassBlock
3287,Block,Natura,tile.GrassSlab,mods.natura.blocks.GrassSlab
3288,Block,Natura,tile.plankSlab1,mods.natura.blocks.NSlabBase
3289,Block,Natura,tile.plankSlab2,mods.natura.blocks.NSlabBase
3291,Block,Natura,tile.stair.eucalyptus,mods.natura.blocks.NStairs
3292,Block,Natura,tile.stair.sakura,mods.natura.blocks.NStairs
3293,Block,Natura,tile.stair.ghostwood,mods.natura.blocks.NStairs
3294,Block,Natura,tile.stair.redwood,mods.natura.blocks.NStairs
3295,Block,Natura,tile.stair.bloodwood,mods.natura.blocks.NStairs
3296,Block,Natura,tile.stair.hopseed,mods.natura.blocks.NStairs
3297,Block,Natura,tile.stair.maple,mods.natura.blocks.NStairs
3298,Block,Natura,tile.stair.amaranth,mods.natura.blocks.NStairs
3299,Block,Natura,tile.stair.silverbell,mods.natura.blocks.NStairs
3300,Block,Natura,tile.stair.tiger,mods.natura.blocks.NStairs
3301,Block,Natura,tile.stair.willow,mods.natura.blocks.NStairs
3302,Block,Natura,tile.stair.darkwood,mods.natura.blocks.NStairs
3303,Block,Natura,tile.stair.fusewood,mods.natura.blocks.NStairs
3304,Block,Natura,tile.pressureplate.eucalyptus,mods.natura.blocks.NPressurePlate
3305,Block,Natura,tile.pressureplate.sakura,mods.natura.blocks.NPressurePlate
3306,Block,Natura,tile.pressureplate.ghostwood,mods.natura.blocks.NPressurePlate
3307,Block,Natura,tile.pressureplate.redwood,mods.natura.blocks.NPressurePlate
3308,Block,Natura,tile.pressureplate.bloodwood,mods.natura.blocks.NPressurePlate
3309,Block,Natura,tile.pressureplate.hopseed,mods.natura.blocks.NPressurePlate
3310,Block,Natura,tile.pressureplate.maple,mods.natura.blocks.NPressurePlate
3311,Block,Natura,tile.pressureplate.amaranth,mods.natura.blocks.NPressurePlate
3312,Block,Natura,tile.pressureplate.silverbell,mods.natura.blocks.NPressurePlate
3313,Block,Natura,tile.pressureplate.tiger,mods.natura.blocks.NPressurePlate
3314,Block,Natura,tile.pressureplate.willow,mods.natura.blocks.NPressurePlate
3315,Block,Natura,tile.pressureplate.darkwood,mods.natura.blocks.NPressurePlate
3316,Block,Natura,tile.pressureplate.fusewood,mods.natura.blocks.NPressurePlate
3317,Block,Natura,tile.trapdoor.eucalyptus,mods.natura.blocks.NTrapdoor
3318,Block,Natura,tile.trapdoor.sakura,mods.natura.blocks.NTrapdoor
3319,Block,Natura,tile.trapdoor.ghostwood,mods.natura.blocks.NTrapdoor
3320,Block,Natura,tile.trapdoor.redwood,mods.natura.blocks.NTrapdoor
3321,Block,Natura,tile.trapdoor.bloodwood,mods.natura.blocks.NTrapdoor
3322,Block,Natura,tile.trapdoor.hopseed,mods.natura.blocks.NTrapdoor
3323,Block,Natura,tile.trapdoor.maple,mods.natura.blocks.NTrapdoor
3324,Block,Natura,tile.trapdoor.amaranth,mods.natura.blocks.NTrapdoor
3325,Block,Natura,tile.trapdoor.silverbell,mods.natura.blocks.NTrapdoor
3326,Block,Natura,tile.trapdoor.tiger,mods.natura.blocks.NTrapdoor
3327,Block,Natura,tile.trapdoor.willow,mods.natura.blocks.NTrapdoor
3328,Block,Natura,tile.trapdoor.darkwood,mods.natura.blocks.NTrapdoor
3329,Block,Natura,tile.trapdoor.fusewood,mods.natura.blocks.NTrapdoor
3330,Block,Natura,tile.button.eucalyptus,mods.natura.blocks.NButton
3331,Block,Natura,tile.button.sakura,mods.natura.blocks.NButton
3332,Block,Natura,tile.button.ghostwood,mods.natura.blocks.NButton
3333,Block,Natura,tile.button.redwood,mods.natura.blocks.NButton
3334,Block,Natura,tile.button.bloodwood,mods.natura.blocks.NButton
3335,Block,Natura,tile.button.hopseed,mods.natura.blocks.NButton
3336,Block,Natura,tile.button.maple,mods.natura.blocks.NButton
3337,Block,Natura,tile.button.silverbell,mods.natura.blocks.NButton
3338,Block,Natura,tile.button.amaranth,mods.natura.blocks.NButton
3339,Block,Natura,tile.button.tiger,mods.natura.blocks.NButton
3340,Block,Natura,tile.button.willow,mods.natura.blocks.NButton
3341,Block,Natura,tile.button.darkwood,mods.natura.blocks.NButton
3342,Block,Natura,tile.button.fusewood,mods.natura.blocks.NButton
3343,Block,Natura,tile.fenceGate.eucalyptus,mods.natura.blocks.NFenceGate
3344,Block,Natura,tile.fenceGate.sakura,mods.natura.blocks.NFenceGate
3345,Block,Natura,tile.fenceGate.ghostwood,mods.natura.blocks.NFenceGate
3346,Block,Natura,tile.fenceGate.redwood,mods.natura.blocks.NFenceGate
3347,Block,Natura,tile.fenceGate.bloodwood,mods.natura.blocks.NFenceGate
3348,Block,Natura,tile.fenceGate.hopseed,mods.natura.blocks.NFenceGate
3349,Block,Natura,tile.fenceGate.maple,mods.natura.blocks.NFenceGate
3350,Block,Natura,tile.fenceGate.silverbell,mods.natura.blocks.NFenceGate
3351,Block,Natura,tile.fenceGate.amaranth,mods.natura.blocks.NFenceGate
3352,Block,Natura,tile.fenceGate.tiger,mods.natura.blocks.NFenceGate
3353,Block,Natura,tile.fenceGate.willow,mods.natura.blocks.NFenceGate
3354,Block,Natura,tile.fenceGate.darkwood,mods.natura.blocks.NFenceGate
3355,Block,Natura,tile.fenceGate.fusewood,mods.natura.blocks.NFenceGate
3356,Block,Natura,tile.blazerail,mods.natura.blocks.tech.BlazeRail
3357,Block,Natura,tile.blazerail.powered,mods.natura.blocks.tech.BlazeRailPowered
3358,Block,Natura,tile.blazerail.detector,mods.natura.blocks.tech.BlazeRailDetector
3359,Block,Natura,tile.blazerail.activator,mods.natura.blocks.tech.BlazeRailPowered
3360,Block,Natura,tile.furnace.netherrack,mods.natura.blocks.tech.NetherrackFurnaceBlock
3361,Block,Natura,tile.nether.obelisk,mods.natura.blocks.tech.RespawnObelisk
3362,Block,Natura,tile.nether.glass,mods.natura.blocks.nether.NetherGlass
3363,Block,Natura,tile.nether.hopper,mods.natura.blocks.tech.BlazeHopper
3366,Block,Natura,tile.pressurePlate,mods.natura.blocks.overrides.AlternatePressurePlate
3367,Block,Natura,tile.button,mods.natura.blocks.overrides.NetherrackButton
3368,Block,Natura,tile.lever,mods.natura.blocks.overrides.NetherLever
3502,Block,RedLogic,tile.redlogic.lamp.cube.d,mods.immibis.redlogic.lamps.BlockLampCube.Decorative
3815,Block,secretroomsmod,tile.mod_SRM.SecretWoodenDoorBlock,com.github.AbrarSyed.secretroomsmod.blocks.BlockCamoDoor
4063,Block,Thaumcraft,tile.blockFluxGas,thaumcraft.common.blocks.BlockFluxGas
4064,Block,Thaumcraft,tile.blockFluxGoo,thaumcraft.common.blocks.BlockFluxGoo
4065,Block,secretroomsmod,tile.mod_SRM.SecretHeavyPlate,com.github.AbrarSyed.secretroomsmod.blocks.BlockCamoPlateWeighted
4066,Block,secretroomsmod,tile.mod_SRM.SecretPlayerPlate,com.github.AbrarSyed.secretroomsmod.blocks.BlockCamoPlate
4067,Block,secretroomsmod,tile.mod_SRM.SecretButton,com.github.AbrarSyed.secretroomsmod.blocks.BlockCamoButton
4068,Block,secretroomsmod,tile.mod_SRM.SecretLever,com.github.AbrarSyed.secretroomsmod.blocks.BlockCamoLever
4069,Block,secretroomsmod,tile.mod_SRM.GhostBlock,com.github.AbrarSyed.secretroomsmod.blocks.BlockCamoGhost
4070,Block,secretroomsmod,tile.mod_SRM.SecretIronDoorBlock,com.github.AbrarSyed.secretroomsmod.blocks.BlockCamoDoor
4072,Block,RopesPlus,tile.blockZiplineAnchor,atomicstryker.ropesplus.common.BlockZipLineAnchor
4073,Block,RopesPlus,tile.blockRopeCentral,atomicstryker.ropesplus.common.BlockRopeCenter
4074,Block,RopesPlus,tile.blockGrHk,atomicstryker.ropesplus.common.BlockGrapplingHook
4075,Block,RopesPlus,tile.blockRope,atomicstryker.ropesplus.common.BlockRopeWall
4076,Block,RedLogic,tile.null,mods.immibis.redlogic.RLNormalBlock
4077,Block,RedLogic,tile.redlogic.lamp.cube.n,mods.immibis.redlogic.lamps.BlockLampCube.Off
4078,Block,RedLogic,tile.redlogic.lamp.cube.n,mods.immibis.redlogic.lamps.BlockLampCube.On
4079,Block,ExtrabiomesXL,tile.extrabiomes.woodslab,extrabiomes.module.fabrica.block.BlockCustomWoodSlab
4080,Block,ExtrabiomesXL,tile.extrabiomes.woodslab,extrabiomes.module.fabrica.block.BlockCustomWoodSlab
4081,Block,ExtrabiomesXL,tile.extrabiomes.log.quarter,extrabiomes.blocks.BlockQuarterLog
4082,Block,ExtrabiomesXL,tile.extrabiomes.log.quarter,extrabiomes.blocks.BlockQuarterLog
4083,Block,ExtrabiomesXL,tile.extrabiomes.log.quarter,extrabiomes.blocks.BlockQuarterLog
4084,Block,ExtrabiomesXL,tile.extrabiomes.log.quarter,extrabiomes.blocks.BlockQuarterLog
4085,Block,ExtrabiomesXL,tile.extrabiomes.cattail,extrabiomes.blocks.BlockCatTail
4086,Block,ExtrabiomesXL,tile.extrabiomes.flower,extrabiomes.blocks.BlockCustomFlower
4087,Block,dimdoors,tile.dimDoorGold,StevenDimDoors.mod_pocketDim.blocks.BlockGoldDimDoor
4088,Block,dimdoors,tile.doorGold,StevenDimDoors.mod_pocketDim.blocks.BlockDoorGold
4089,Block,dimdoors,tile.transientDoor,StevenDimDoors.mod_pocketDim.blocks.TransientDoor
4090,Block,dimdoors,tile.chaosDoor,StevenDimDoors.mod_pocketDim.blocks.UnstableDoor
4091,Block,dimdoors,tile.rift,StevenDimDoors.mod_pocketDim.blocks.BlockRift
4092,Block,dimdoors,tile.dimDoorWarp,StevenDimDoors.mod_pocketDim.blocks.WarpDoor
4093,Block,dimdoors,tile.blockDimWall,StevenDimDoors.mod_pocketDim.blocks.BlockDimWall
4094,Block,dimdoors,tile.dimHatch,StevenDimDoors.mod_pocketDim.blocks.TransTrapdoor
4095,Block,dimdoors,tile.dimDoor,StevenDimDoors.mod_pocketDim.blocks.DimensionalDoor
4107,Item,secretroomsmod,item.mod_SRM.SecretIronDoorItem,com.github.AbrarSyed.secretroomsmod.items.ItemCamoDoor
4108,Item,secretroomsmod,item.mod_SRM.CamoflaugePaste,com.github.AbrarSyed.secretroomsmod.items.ItemCamoPaste
4344,Item,dimdoors,item.itemGoldDoor,StevenDimDoors.mod_pocketDim.items.ItemGoldDoor
4362,Item,secretroomsmod,item.mod_SRM.SecretWoodenDoorItem,com.github.AbrarSyed.secretroomsmod.items.ItemCamoDoor
4612,Item,FinderCompass,item.Finder Compass,atomicstryker.findercompass.common.ItemFinderCompass
5926,Item,dimdoors,item.itemDimDoorWarp,StevenDimDoors.mod_pocketDim.items.ItemWarpDoor
5927,Item,dimdoors,item.itemRiftRemover,StevenDimDoors.mod_pocketDim.items.itemRiftRemover
5928,Item,dimdoors,item.itemStableFabric,StevenDimDoors.mod_pocketDim.items.ItemStableFabric
5929,Item,dimdoors,item.itemChaosDoor,StevenDimDoors.mod_pocketDim.items.ItemUnstableDoor
5930,Item,dimdoors,item.itemDimDoor,StevenDimDoors.mod_pocketDim.items.ItemDimensionalDoor
5931,Item,dimdoors,item.itemLinkSignature,StevenDimDoors.mod_pocketDim.items.ItemRiftSignature
5932,Item,dimdoors,item.ItemRiftBlade,StevenDimDoors.mod_pocketDim.items.ItemRiftBlade
5933,Item,dimdoors,item.itemStabilizedRiftSig,StevenDimDoors.mod_pocketDim.items.ItemStabilizedRiftSignature
5935,Item,dimdoors,item.itemGoldDimDoor,StevenDimDoors.mod_pocketDim.items.ItemGoldDimDoor
5936,Item,dimdoors,item.itemWorldThread,StevenDimDoors.mod_pocketDim.items.ItemWorldThread
6900,Item,RedLogic,item.redlogic.schematic,mods.immibis.redlogic.chips.ingame.ItemSchematic
8256,Item,BetterDungeons,item.Egg,chocolate.mods.BD.items.ItemEggBD
8257,Item,BetterDungeons,item.pickaxeMagic,chocolate.mods.BD.items.ItemPickaxeMagic
8258,Item,BetterDungeons,item.Capsule,chocolate.mods.BD.items.ItemCapsule
8259,Item,BetterDungeons,item.materials,chocolate.mods.BD.items.ItemMaterial
8260,Item,BetterDungeons,item.ScrollOfEscape,chocolate.mods.BD.items.ItemScrollOfEscape
8261,Item,BetterDungeons,item.goldenFeather,chocolate.mods.BD.items.ItemGoldenFeather
8262,Item,BetterDungeons,item.cursedBone,chocolate.mods.BD.items.ItemCursedBone
8263,Item,BetterDungeons,item.quiver,chocolate.mods.BD.items.ItemQuiver
8264,Item,BetterDungeons,item.healingPotion,chocolate.mods.BD.items.ItemPotionHeal
8265,Item,BetterDungeons,item.grenade,chocolate.mods.BD.items.ItemMagicGrenade
8266,Item,BetterDungeons,item.longBow,chocolate.mods.BD.items.ItemBowBase
8267,Item,BetterDungeons,item.hookshoot,chocolate.mods.BD.items.ItemHookShoot
8268,Item,BetterDungeons,item.longshoot,chocolate.mods.BD.items.ItemHookShoot
8269,Item,BetterDungeons,item.manualshoot,chocolate.mods.BD.items.ItemHookShoot
8270,Item,BetterDungeons,item.spiderhook,chocolate.mods.BD.items.ItemHookShootSpider
8271,Item,BetterDungeons,item.revolver,chocolate.mods.BD.items.ItemPistol
8272,Item,BetterDungeons,item.bullet,chocolate.mods.BD.items.ItemBullet
8273,Item,BetterDungeons,item.bubbleGun,chocolate.mods.BD.items.ItemPistolBubble
8274,Item,BetterDungeons,item.staffFire,chocolate.mods.BD.items.ItemStaffFire
8275,Item,BetterDungeons,item.staffDark,chocolate.mods.BD.items.ItemStaffDark
8276,Item,BetterDungeons,item.staffWind,chocolate.mods.BD.items.ItemStaffWind
8277,Item,BetterDungeons,item.staffPoison,chocolate.mods.BD.items.ItemStaffPoison
8278,Item,BetterDungeons,item.staffLife,chocolate.mods.BD.items.ItemStaffHeal
8279,Item,BetterDungeons,item.spikedGloves,chocolate.mods.BD.items.ItemArmorBootsStone
8280,Item,BetterDungeons,item.cloudBoots,chocolate.mods.BD.items.ItemArmorBootsCloud
8281,Item,BetterDungeons,item.kingArmor,chocolate.mods.BD.items.ItemArmorKing
8282,Item,BetterDungeons,item.mageRobe,chocolate.mods.BD.items.ItemArmorRobe
8283,Item,BetterDungeons,item.lichRobe,chocolate.mods.BD.items.ItemArmorRobeLiche
8284,Item,BetterDungeons,item.turtleHelmet,chocolate.mods.BD.items.ItemArmorTurtle
8285,Item,BetterDungeons,item.turtlePlate,chocolate.mods.BD.items.ItemArmorTurtle
8286,Item,BetterDungeons,item.turtlePants,chocolate.mods.BD.items.ItemArmorTurtle
8287,Item,BetterDungeons,item.turtleBoots,chocolate.mods.BD.items.ItemArmorTurtle
8288,Item,BetterDungeons,item.bullHelmet,chocolate.mods.BD.items.ItemArmorHelmetBull
8289,Item,BetterDungeons,item.dragonHelmet,chocolate.mods.BD.items.ItemArmorHelmetDragon
8290,Item,BetterDungeons,item.scouter,chocolate.mods.BD.items.ItemArmorHelmetScouter
8291,Item,BetterDungeons,item.shied,chocolate.mods.BD.items.ItemShied
8292,Item,BetterDungeons,item.banner,chocolate.mods.BD.items.ItemBanner
8293,Item,BetterDungeons,item.daggerIron,chocolate.mods.BD.items.ItemDagger
8294,Item,BetterDungeons,item.daggerDiamond,chocolate.mods.BD.items.ItemDagger
8295,Item,BetterDungeons,item.spearIron,chocolate.mods.BD.items.ItemSpear
8296,Item,BetterDungeons,item.spearDiamond,chocolate.mods.BD.items.ItemSpear
8297,Item,BetterDungeons,item.bigswordIron,chocolate.mods.BD.items.ItemBigSword
8298,Item,BetterDungeons,item.bigswordDiamond,chocolate.mods.BD.items.ItemBigSword
8299,Item,BetterDungeons,item.swordMonking,chocolate.mods.BD.items.ItemBigSwordMonking
8300,Item,BetterDungeons,item.earthSword,chocolate.mods.BD.items.ItemBigSwordEarth
8301,Item,BetterDungeons,item.moonSword,chocolate.mods.BD.items.ItemSwordDefensive
8302,Item,BetterDungeons,item.defenseSword,chocolate.mods.BD.items.ItemSwordDefensive
8303,Item,BetterDungeons,item.swordWind,chocolate.mods.BD.items.ItemSwordDefensive
8304,Item,BetterDungeons,item.walkerSword,chocolate.mods.BD.items.ItemSwordEnd
8305,Item,BetterDungeons,item.pirateDagger,chocolate.mods.BD.items.ItemDaggerNinja
8306,Item,BetterDungeons,item.ninjaDagger,chocolate.mods.BD.items.ItemDaggerEnd
8307,Item,BetterDungeons,item.dwarfSpear,chocolate.mods.BD.items.ItemSpearDwarf
8308,Item,BetterDungeons,item.spearGun,chocolate.mods.BD.items.ItemSpearGun
8309,Item,BetterDungeons,item.mechaGolem,chocolate.mods.BD.items.ItemGolem
8310,Item,BetterDungeons,item.controller,chocolate.mods.BD.friendlyMobs.items.ItemController
8311,Item,BetterDungeons,item.PathMarker,chocolate.mods.BD.friendlyMobs.items.ItemPathMarker
8312,Item,BetterDungeons,item.Pirate book,chocolate.mods.BD.items.ItemQuestBook
8313,Item,BetterDungeons,item.diamondHeavyHelmet,chocolate.mods.BD.items.ItemArmorHeavy
8314,Item,BetterDungeons,item.diamondHeavyPlate,chocolate.mods.BD.items.ItemArmorHeavy
8315,Item,BetterDungeons,item.diamondHeavyPants,chocolate.mods.BD.items.ItemArmorHeavy
8316,Item,BetterDungeons,item.diamondHeavyBoots,chocolate.mods.BD.items.ItemArmorHeavy
8317,Item,BetterDungeons,item.ironHeavyHelmet,chocolate.mods.BD.items.ItemArmorHeavy
8318,Item,BetterDungeons,item.ironHeavyPlate,chocolate.mods.BD.items.ItemArmorHeavy
8319,Item,BetterDungeons,item.ironHeavyPants,chocolate.mods.BD.items.ItemArmorHeavy
8320,Item,BetterDungeons,item.ironHeavyBoots,chocolate.mods.BD.items.ItemArmorHeavy
8321,Item,BetterDungeons,item.translocator,chocolate.mods.BD.items.ItemEnderTranslocator
8956,Item,Mystcraft,item.myst.agebook,com.xcompwiz.mystcraft.item.ItemAgebook
8957,Item,Mystcraft,item.myst.linkbook,com.xcompwiz.mystcraft.item.ItemLinkbook
8958,Item,Mystcraft,item.myst.notebook,com.xcompwiz.mystcraft.item.ItemNotebook
8959,Item,Mystcraft,item.myst.writingdesk,com.xcompwiz.mystcraft.item.ItemWritingDesk
8960,Item,Mystcraft,item.myst.page,com.xcompwiz.mystcraft.item.ItemPage
8962,Item,Mystcraft,item.myst.vial,com.xcompwiz.mystcraft.item.ItemInkVial
8963,Item,Mystcraft,item.myst.unlinkedbook,com.xcompwiz.mystcraft.item.ItemLinkbookUnlinked
9028,Item,MoCreatures,item.recordshuffle,drzhark.mocreatures.item.MoCItemRecord
9029,Item,MoCreatures,item.horsesaddle,drzhark.mocreatures.item.MoCItemHorseSaddle
9031,Item,MoCreatures,item.sharkteeth,drzhark.mocreatures.item.MoCItem
9032,Item,MoCreatures,item.haystack,drzhark.mocreatures.item.MoCItemHayStack
9033,Item,MoCreatures,item.sugarlump,drzhark.mocreatures.item.MoCItemSugarLump
9034,Item,MoCreatures,item.moc_egg,drzhark.mocreatures.item.MoCItemEgg
9035,Item,MoCreatures,item.bigcatclaw,drzhark.mocreatures.item.MoCItem
9036,Item,MoCreatures,item.whip,drzhark.mocreatures.item.MoCItemWhip
9039,Item,MoCreatures,item.staffteleport,drzhark.mocreatures.item.ItemStaffTeleport
9040,Item,MoCreatures,item.medallion,drzhark.mocreatures.item.MoCItem
9041,Item,MoCreatures,item.catbed,drzhark.mocreatures.item.MoCItemKittyBed
9042,Item,MoCreatures,item.catlitter,drzhark.mocreatures.item.MoCItemLitterBox
9043,Item,MoCreatures,item.woolball,drzhark.mocreatures.item.MoCItem
9045,Item,MoCreatures,item.petfood,drzhark.mocreatures.item.MoCItem
9046,Item,MoCreatures,item.builderhammer,drzhark.mocreatures.item.ItemBuilderHammer
9047,Item,MoCreatures,item.reptilehide,drzhark.mocreatures.item.MoCItem
9048,Item,MoCreatures,item.reptileplate,drzhark.mocreatures.item.MoCItemArmor
9049,Item,MoCreatures,item.reptilehelmet,drzhark.mocreatures.item.MoCItemArmor
9050,Item,MoCreatures,item.reptilelegs,drzhark.mocreatures.item.MoCItemArmor
9051,Item,MoCreatures,item.reptileboots,drzhark.mocreatures.item.MoCItemArmor
9052,Item,MoCreatures,item.bowlempty,drzhark.mocreatures.item.MoCItemFishBowl
9053,Item,MoCreatures,item.bowlwater,drzhark.mocreatures.item.MoCItemFishBowl
9054,Item,MoCreatures,item.bowlfish1,drzhark.mocreatures.item.MoCItemFishBowl
9055,Item,MoCreatures,item.bowlfish2,drzhark.mocreatures.item.MoCItemFishBowl
9056,Item,MoCreatures,item.bowlfish3,drzhark.mocreatures.item.MoCItemFishBowl
9057,Item,MoCreatures,item.bowlfish4,drzhark.mocreatures.item.MoCItemFishBowl
9058,Item,MoCreatures,item.bowlfish5,drzhark.mocreatures.item.MoCItemFishBowl
9059,Item,MoCreatures,item.bowlfish6,drzhark.mocreatures.item.MoCItemFishBowl
9060,Item,MoCreatures,item.bowlfish7,drzhark.mocreatures.item.MoCItemFishBowl
9061,Item,MoCreatures,item.bowlfish8,drzhark.mocreatures.item.MoCItemFishBowl
9062,Item,MoCreatures,item.bowlfish9,drzhark.mocreatures.item.MoCItemFishBowl
9063,Item,MoCreatures,item.bowlfish10,drzhark.mocreatures.item.MoCItemFishBowl
9064,Item,MoCreatures,item.fur,drzhark.mocreatures.item.MoCItem
9065,Item,MoCreatures,item.omelet,drzhark.mocreatures.item.MoCItemFood
9066,Item,MoCreatures,item.turtlemeat,drzhark.mocreatures.item.MoCItemFood
9067,Item,MoCreatures,item.turtlesoup,drzhark.mocreatures.item.MoCItemTurtleSoup
9068,Item,MoCreatures,item.nunchaku,drzhark.mocreatures.item.MoCItemWeapon
9069,Item,MoCreatures,item.sai,drzhark.mocreatures.item.MoCItemWeapon
9070,Item,MoCreatures,item.bo,drzhark.mocreatures.item.MoCItemWeapon
9071,Item,MoCreatures,item.katana,drzhark.mocreatures.item.MoCItemWeapon
9072,Item,MoCreatures,item.swordshark,drzhark.mocreatures.item.MoCItemWeapon
9073,Item,MoCreatures,item.key,drzhark.mocreatures.item.MoCItem
9074,Item,MoCreatures,item.essencedarkness,drzhark.mocreatures.item.MoCItem
9075,Item,MoCreatures,item.essencefire,drzhark.mocreatures.item.MoCItem
9076,Item,MoCreatures,item.amuletbone,drzhark.mocreatures.item.MoCItemHorseAmulet
9077,Item,MoCreatures,item.amuletbonefull,drzhark.mocreatures.item.MoCItemHorseAmulet
9078,Item,MoCreatures,item.amuletghost,drzhark.mocreatures.item.MoCItemHorseAmulet
9079,Item,MoCreatures,item.amuletghostfull,drzhark.mocreatures.item.MoCItemHorseAmulet
9080,Item,MoCreatures,item.amuletfairy,drzhark.mocreatures.item.MoCItemHorseAmulet
9081,Item,MoCreatures,item.amuletfairyfull,drzhark.mocreatures.item.MoCItemHorseAmulet
9082,Item,MoCreatures,item.amuletpegasus,drzhark.mocreatures.item.MoCItemHorseAmulet
9083,Item,MoCreatures,item.amuletpegasusfull,drzhark.mocreatures.item.MoCItemHorseAmulet
9084,Item,MoCreatures,item.essenceundead,drzhark.mocreatures.item.MoCItem
9085,Item,MoCreatures,item.essencelight,drzhark.mocreatures.item.MoCItem
9086,Item,MoCreatures,item.furplate,drzhark.mocreatures.item.MoCItemArmor
9087,Item,MoCreatures,item.furhelmet,drzhark.mocreatures.item.MoCItemArmor
9088,Item,MoCreatures,item.furlegs,drzhark.mocreatures.item.MoCItemArmor
9089,Item,MoCreatures,item.furboots,drzhark.mocreatures.item.MoCItemArmor
9090,Item,MoCreatures,item.heartdarkness,drzhark.mocreatures.item.MoCItem
9091,Item,MoCreatures,item.heartfire,drzhark.mocreatures.item.MoCItem
9092,Item,MoCreatures,item.heartundead,drzhark.mocreatures.item.MoCItem
9093,Item,MoCreatures,item.ostrichraw,drzhark.mocreatures.item.MoCItemFood
9094,Item,MoCreatures,item.ostrichcooked,drzhark.mocreatures.item.MoCItemFood
9095,Item,MoCreatures,item.unicorn,drzhark.mocreatures.item.MoCItem
9096,Item,MoCreatures,item.fishnet,drzhark.mocreatures.item.MoCItemPetAmulet
9098,Item,MoCreatures,item.armorcrystal,drzhark.mocreatures.item.MoCItem
9100,Item,MoCreatures,item.turkeyraw,drzhark.mocreatures.item.MoCItemFood
9101,Item,MoCreatures,item.turkeycooked,drzhark.mocreatures.item.MoCItemFood
9102,Item,MoCreatures,item.hide,drzhark.mocreatures.item.MoCItem
9103,Item,MoCreatures,item.hideplate,drzhark.mocreatures.item.MoCItemArmor
9104,Item,MoCreatures,item.hidehelmet,drzhark.mocreatures.item.MoCItemArmor
9105,Item,MoCreatures,item.hidelegs,drzhark.mocreatures.item.MoCItemArmor
9106,Item,MoCreatures,item.hideboots,drzhark.mocreatures.item.MoCItemArmor
9107,Item,MoCreatures,item.ratraw,drzhark.mocreatures.item.MoCItemFood
9108,Item,MoCreatures,item.ratcooked,drzhark.mocreatures.item.MoCItemFood
9109,Item,MoCreatures,item.ratburger,drzhark.mocreatures.item.MoCItemFood
9110,Item,MoCreatures,item.chitinblack,drzhark.mocreatures.item.MoCItem
9111,Item,MoCreatures,item.chitinfrost,drzhark.mocreatures.item.MoCItem
9112,Item,MoCreatures,item.chitinnether,drzhark.mocreatures.item.MoCItem
9113,Item,MoCreatures,item.chitin,drzhark.mocreatures.item.MoCItem
9114,Item,MoCreatures,item.swordscorpioncave,drzhark.mocreatures.item.MoCItemWeapon
